,race,count_s,count_hotkey50,count_hotkey40,count_hotkey52,count_hotkey42,count_hotkey10,count_hotkey12,count_hotkey20,count_hotkey22,count_hotkey30,count_hotkey60,count_hotkey62,count_hotkey32,count_Base,count_hotkey70,count_hotkey72,count_hotkey00,count_hotkey90,count_hotkey80,count_SingleMineral,count_hotkey02,count_hotkey82,count_hotkey92,count_hotkey91,count_hotkey01,count_hotkey41,count_hotkey21,count_hotkey71,count_hotkey81,count_hotkey61,count_hotkey11,count_hotkey51,count_hotkey31,first_time_s,first_time_hotkey50,first_time_hotkey40,first_time_hotkey52,first_time_hotkey42,first_time_hotkey10,first_time_hotkey12,first_time_hotkey20,first_time_hotkey22,first_time_hotkey30,first_time_hotkey60,first_time_hotkey62,first_time_hotkey32,first_time_Base,first_time_hotkey70,first_time_hotkey72,first_time_hotkey00,first_time_hotkey90,first_time_hotkey80,first_time_SingleMineral,first_time_hotkey02,first_time_hotkey82,first_time_hotkey92,first_time_hotkey91,first_time_hotkey01,first_time_hotkey41,first_time_hotkey21,first_time_hotkey71,first_time_hotkey81,first_time_hotkey61,first_time_hotkey11,first_time_hotkey51,first_time_hotkey31,relative_line_position,avg_micro_apm,max_ap5s
1784,0,109,1,2,0,8,38,4,247,9,0,176,6,0,93,8,0,170,2,0,21,4,0,127,3,0,4,1,0,0,1,0,0,551,0,475,0,6999,450,0,500,15,0,7000,35,0,7000,80,0,7000,35,0,7000,525,0,7000,180,0,7000,914,0,6999,7000,0,6999,7000,0,0,1840,23
1785,0,5,209,2,0,6,3,0,1434,62,1,1138,15,0,83,6,0,88,4,0,22,1,0,0,0,0,0,2,0,0,2,0,1,584,0,0,10,6999,525,0,7000,0,0,330,0,115,7000,120,100,7000,100,10,7000,235,10,7000,7000,7000,7000,6999,10,6999,7000,10,6999,875,0,0,3531,46
1786,0,11,2,0,0,0,48,1,849,10,0,271,2,0,3,6,0,763,4,0,495,0,0,0,1,0,21,0,0,0,0,0,0,433,0,0,7000,6999,7000,40,810,45,0,7000,5,170,7000,255,100,7000,100,0,7000,0,7000,7000,7000,270,7000,314,7000,6999,7000,7000,6999,7000,0,0,3116,32
1787,2,8,0,1,3,114,2,2,31,4,41,469,2,0,52,2,0,4,1,0,661,2,0,173,3,0,40,1,0,0,1,0,0,695,125,7000,5,129,130,5,305,10,0,365,15,5,7000,15,5,7000,250,5,7000,10,5,7000,30,5,7000,154,5,6999,7000,5,6999,7000,0,0,2949,29
1788,1,0,30,4,0,47,22,0,491,10,0,70,10,0,552,1,0,6,1,0,235,3,0,88,1,0,51,2,0,0,1,0,2,486,7000,20,0,6999,310,0,7000,55,0,7000,195,0,7000,5,0,7000,340,100,7000,105,315,7000,315,425,7000,429,0,6999,7000,0,6999,635,0,0,2136,40
1789,0,104,0,1,0,3,45,0,358,23,0,41,1,0,378,4,0,181,0,0,0,0,0,0,0,0,0,2,0,13,2,0,3,458,0,7000,0,6999,330,0,7000,5,0,7000,255,0,7000,5,425,7000,425,7000,7000,7000,7000,7000,7000,7000,7000,6999,0,6999,415,0,6999,330,0,0,2574,28
1790,0,37,0,1,0,57,18,0,402,4,0,208,4,0,723,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,8,357,0,7000,0,6999,15,40,7000,105,50,7000,295,50,7000,55,450,7000,7000,450,7000,7000,450,7000,7000,450,7000,6999,450,6999,7000,0,6999,60,0,0,3115,35
1791,2,61,3,0,0,0,49,0,839,2,0,93,4,0,13,2,0,6,6,0,988,0,0,0,0,0,0,0,0,0,0,0,0,2063,125,45,7000,6999,7000,60,7000,60,0,7000,0,115,7000,115,1030,7000,1030,0,7000,0,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,3178,29
1792,1,0,2,5,0,10,12,0,326,0,3,493,4,0,65,0,3,331,0,1,86,0,1,22,0,1,0,0,0,0,0,0,0,380,7000,205,175,6999,355,50,7000,50,7000,0,0,140,7000,145,7000,115,115,7000,180,215,7000,255,260,7000,625,6999,7000,6999,7000,7000,6999,7000,0,0,2781,26
1793,2,7,0,2,0,18,0,0,0,37,52,367,28,18,191,1,0,442,1,0,541,4,0,109,0,0,0,0,0,0,0,0,0,830,125,7000,130,6999,130,7000,7000,7000,285,465,290,105,335,110,105,7000,110,0,7000,0,0,7000,0,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2755,25
1794,2,23,4,0,0,0,11,13,408,23,26,428,5,0,95,1,4,605,1,5,48,0,0,0,0,0,0,0,0,0,0,0,0,1549,130,315,7000,6999,7000,80,295,80,0,335,0,35,7000,40,0,130,0,380,580,435,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2828,39
1795,0,24,6,0,1,0,2,0,507,33,1,476,10,0,197,5,0,159,3,0,35,1,0,0,0,0,0,0,0,0,0,1,0,311,0,15,7000,4,7000,0,7000,15,15,390,15,275,7000,295,50,7000,55,175,7000,225,260,7000,7000,7000,7000,6999,7000,6999,7000,7000,4,7000,0,0,1943,29
1796,0,15,0,0,0,0,65,0,496,14,0,368,3,0,30,2,0,960,6,0,95,1,0,44,0,0,0,0,0,0,0,0,0,820,0,7000,7000,6999,7000,240,7000,245,15,7000,20,170,7000,170,0,7000,0,95,7000,140,655,7000,670,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2570,46
1797,1,0,2,0,0,0,37,0,299,29,0,142,6,0,850,2,0,488,1,0,52,2,0,451,1,0,53,1,0,35,0,0,0,513,7000,685,7000,6999,7000,20,7000,50,65,7000,75,55,7000,55,235,7000,260,580,7000,585,0,7000,0,230,7000,234,310,6999,310,7000,6999,7000,0,0,3284,37
1798,1,0,0,1,3,97,39,26,621,55,5,180,31,13,415,4,0,254,2,2,91,2,0,65,3,1,72,2,0,85,2,0,107,745,7000,7000,0,304,225,0,485,55,0,530,275,0,1150,5,0,7000,95,0,705,305,0,7000,365,0,650,429,0,6999,305,0,6999,225,0,0,1674,32
1799,2,11,0,0,0,0,64,12,219,10,4,230,2,0,37,1,0,266,1,0,112,1,0,14,2,0,5,4,0,68,0,0,0,898,160,7000,7000,6999,7000,135,485,140,0,445,5,45,7000,50,0,7000,5,130,7000,140,200,7000,210,200,7000,434,165,6999,235,7000,6999,7000,0,0,2261,23
1800,0,34,0,0,0,0,22,0,173,26,0,260,3,0,291,15,0,198,4,0,183,1,0,13,1,0,51,0,0,0,1,0,13,295,0,7000,7000,6999,7000,195,7000,195,20,7000,60,0,7000,5,0,7000,5,80,7000,80,315,7000,370,420,7000,434,7000,6999,7000,145,6999,400,0,0,2215,25
1801,2,7,2,0,0,0,31,22,250,13,3,148,3,0,15,4,0,119,1,0,332,2,0,174,1,0,46,0,0,0,0,0,0,1122,195,770,7000,6999,7000,5,575,15,0,840,5,0,7000,105,0,7000,200,0,7000,5,0,7000,295,440,7000,479,7000,6999,7000,7000,6999,7000,0,0,2790,28
1802,1,0,32,0,0,0,33,0,613,12,0,608,6,0,312,4,0,180,3,0,130,8,0,111,3,0,36,3,0,8,0,0,0,738,7000,10,7000,6999,7000,0,7000,0,0,7000,0,5,7000,190,5,7000,295,5,7000,275,5,7000,430,300,7000,434,435,6999,675,7000,6999,7000,0,0,2995,42
1803,2,21,0,0,0,0,15,16,479,28,17,300,6,1,53,11,1,157,1,0,640,6,0,669,1,0,20,1,0,0,0,0,0,1499,125,7000,7000,6999,7000,60,230,65,60,885,550,335,655,340,0,480,5,0,7000,5,115,7000,120,130,7000,134,400,6999,7000,7000,6999,7000,0,0,2346,29
1804,0,7,1,0,0,0,34,0,401,20,0,682,1,0,26,5,0,896,5,0,71,2,0,57,6,0,42,0,0,0,0,0,0,412,0,940,7000,6999,7000,200,7000,205,10,7000,15,460,7000,495,0,7000,10,310,7000,310,370,7000,385,50,7000,59,7000,6999,7000,7000,6999,7000,0,0,2070,28
1805,2,20,18,0,0,0,64,0,390,17,0,169,0,0,0,2,0,403,1,0,277,1,0,45,5,0,645,0,0,0,0,0,0,1944,130,5,7000,6999,7000,0,7000,45,290,7000,295,7000,7000,7000,0,7000,0,130,7000,135,550,7000,575,0,7000,139,7000,6999,7000,7000,6999,7000,0,0,3025,32
1806,2,13,1,0,0,0,11,1,681,2,0,0,12,0,92,3,3,11,2,0,790,2,0,0,0,0,0,0,0,0,0,0,0,778,205,150,7000,6999,7000,0,600,5,5,7000,7000,5,7000,490,560,570,560,5,7000,10,5,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,3022,35
1807,1,0,2,1,0,0,40,0,318,15,0,93,1,0,886,3,0,346,13,0,605,3,0,19,1,0,0,2,0,0,3,0,55,766,7000,265,0,6999,7000,0,7000,90,0,7000,320,0,7000,5,0,7000,230,0,7000,10,0,7000,470,0,7000,6999,0,6999,7000,0,6999,545,0,0,1965,31
1808,2,48,2,0,0,0,102,0,825,4,0,17,4,0,24,3,0,9,7,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,2288,150,55,7000,6999,7000,80,7000,80,5,7000,5,135,7000,135,440,7000,700,0,7000,5,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2827,25
1809,0,141,2,1,1,209,3,11,153,1,5,177,3,1,147,1,0,42,3,0,125,0,0,0,2,0,0,0,0,0,3,0,214,467,0,55,0,559,0,95,530,205,290,310,290,95,650,100,255,7000,275,55,7000,100,7000,7000,7000,55,7000,6999,7000,6999,7000,0,6999,0,0,0,2223,34
1810,0,10,0,5,2,54,3,4,417,1,2,254,2,0,148,2,1,154,12,19,312,2,1,4,0,1,0,0,2,37,0,0,0,362,0,7000,425,454,430,0,530,40,0,150,10,0,7000,40,165,705,215,135,510,140,480,820,820,7000,820,6999,7000,474,495,7000,6999,7000,0,0,2145,27
1811,0,5,0,2,0,1,5,0,142,21,0,286,2,0,62,2,0,456,2,0,481,1,0,151,1,0,34,0,0,0,0,0,0,331,0,7000,15,6999,400,0,7000,0,35,7000,35,45,7000,45,0,7000,0,100,7000,100,15,7000,130,300,7000,329,7000,6999,7000,7000,6999,7000,0,0,3616,36
1812,1,1,91,1,0,0,61,0,592,21,0,237,5,0,404,8,0,550,3,0,16,4,0,103,0,0,0,1,0,12,1,0,0,1254,545,5,0,6999,7000,5,7000,5,485,7000,485,0,7000,5,90,7000,90,565,7000,575,225,7000,230,7000,7000,6999,540,6999,590,230,6999,7000,0,0,2275,46
1813,0,10,5,0,0,0,13,0,78,11,0,49,1,0,140,3,0,55,1,0,12,1,0,34,4,0,1,1,0,1,0,0,0,499,0,15,7000,6999,7000,295,7000,305,35,7000,85,0,7000,15,100,7000,110,230,7000,260,255,7000,260,390,7000,574,170,6999,220,7000,6999,7000,0,0,1742,19
1814,2,124,3,0,0,0,24,39,312,1,0,4,2,3,15,4,12,414,3,2,62,1,0,6,0,0,0,0,0,0,0,0,0,1538,160,155,7000,6999,7000,10,520,15,0,7000,5,45,305,55,0,165,0,140,295,140,160,7000,165,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2080,25
1815,0,66,0,1,0,37,40,0,506,4,0,307,3,0,864,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,14,471,0,7000,0,6999,30,95,7000,100,45,7000,170,45,7000,55,385,7000,7000,385,7000,7000,385,7000,7000,385,7000,6999,385,6999,7000,0,6999,105,0,0,3169,36
1816,0,11,0,0,0,0,31,0,452,34,0,365,4,0,454,7,0,99,5,0,663,2,0,1,2,0,27,0,0,0,1,0,1,577,0,7000,7000,6999,7000,325,7000,445,35,7000,40,110,7000,125,215,7000,260,0,7000,0,35,7000,340,335,7000,344,7000,6999,7000,1375,6999,1620,0,0,1495,19
1817,0,10,3,0,0,0,1,0,1203,7,0,136,8,0,121,36,2,933,7,0,12,1,0,43,1,2,66,1,2,0,0,0,0,683,0,40,7000,6999,7000,0,7000,0,0,7000,60,0,7000,5,5,380,25,5,7000,340,310,7000,310,0,210,64,0,209,7000,7000,6999,7000,0,0,3204,32
1818,1,0,12,1,0,0,32,0,125,5,0,7,1,0,769,3,0,236,14,0,517,3,0,33,2,0,0,2,0,1,3,0,67,747,7000,280,0,6999,7000,0,7000,190,0,7000,320,0,7000,5,0,7000,175,0,7000,10,0,7000,385,0,7000,6999,0,6999,705,0,6999,335,0,0,2803,29
1819,1,1,56,1,0,0,56,0,678,29,0,528,1,0,318,7,0,822,1,0,20,6,0,140,0,0,0,1,0,10,1,0,1,1037,1710,5,0,6999,7000,20,7000,20,465,7000,475,0,7000,5,95,7000,95,545,7000,635,240,7000,295,7000,7000,6999,415,6999,595,240,6999,295,0,0,2083,35
1820,2,16,0,6,0,528,164,18,867,24,0,370,2,0,82,1,0,553,1,0,662,1,0,133,1,0,34,1,0,1,0,0,0,1813,130,7000,0,6999,130,20,270,20,0,7000,5,50,7000,55,0,7000,5,115,7000,120,160,7000,180,535,7000,539,1210,6999,1335,7000,6999,7000,0,0,3113,31
1821,1,0,11,2,0,0,1,0,655,55,0,521,2,0,85,7,0,1038,3,1,182,3,0,95,1,3,51,2,2,11,1,0,0,842,7000,20,5,6999,7000,0,7000,5,5,7000,55,5,7000,20,5,7000,10,5,1225,180,5,7000,285,5,370,554,5,369,890,5,6999,7000,0,0,2936,39
1822,0,18,3,1,0,0,14,43,622,8,9,264,3,4,289,1,0,113,1,5,629,1,0,37,2,0,7,1,0,8,2,0,1,641,0,30,515,6999,7000,0,375,0,250,470,250,50,385,50,485,7000,510,0,215,0,330,7000,335,590,7000,719,250,6999,440,555,6999,785,0,0,2279,40
1823,2,8,0,1,0,12,13,0,150,19,0,203,6,0,93,9,0,23,1,0,199,1,0,140,1,0,1,0,0,0,0,0,0,568,0,7000,155,6999,170,0,7000,0,0,7000,15,45,7000,45,110,7000,160,135,7000,140,140,7000,145,560,7000,559,7000,6999,7000,7000,6999,7000,0,0,2589,26
1824,0,178,2,1,1,82,4,9,147,5,14,303,2,3,296,2,0,87,3,0,174,0,0,0,1,0,0,0,0,0,2,0,67,528,0,510,0,664,0,115,580,345,115,295,250,115,285,120,245,7000,265,65,7000,115,7000,7000,7000,65,7000,6999,7000,6999,7000,0,6999,0,0,0,2157,39
1825,0,91,1,2,0,5,4,0,142,6,0,135,5,0,51,2,0,85,1,0,1,2,0,69,2,0,0,1,0,0,1,0,0,348,0,315,0,6999,385,0,7000,5,0,7000,30,0,7000,35,0,7000,40,0,7000,365,0,7000,180,0,7000,6999,0,6999,7000,0,6999,7000,0,0,2163,27
1826,2,4,2,0,0,0,23,6,166,3,0,107,2,0,14,2,0,48,1,0,324,2,0,85,0,0,0,0,0,0,0,0,0,486,0,425,7000,6999,7000,5,455,45,0,7000,5,0,7000,110,0,7000,265,0,7000,5,0,7000,210,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2745,23
1827,0,39,1,1,0,3,18,0,308,30,0,181,1,0,107,5,0,130,2,0,97,2,0,30,1,2,50,1,0,1,1,0,13,430,0,505,0,6999,175,0,7000,10,155,7000,155,0,7000,45,200,7000,210,265,7000,275,265,7000,345,0,145,174,620,6999,665,145,6999,175,0,0,1712,18
1828,0,8,0,0,0,0,29,0,347,2,0,132,2,0,348,4,0,374,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,303,0,7000,7000,6999,7000,95,7000,95,45,7000,45,0,7000,5,100,7000,100,165,7000,165,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2303,26
1829,2,16,1,0,0,0,25,1,267,18,0,205,3,1,183,1,0,341,4,0,53,1,0,1,0,0,0,3,0,245,0,0,0,1182,520,450,7000,6999,7000,65,820,70,80,7000,80,0,1090,5,0,7000,5,115,7000,125,910,7000,940,7000,7000,6999,535,6999,535,7000,6999,7000,0,0,1994,37
1830,0,7,0,1,0,17,3,4,482,1,2,301,4,0,152,2,1,66,12,39,529,4,0,19,0,0,0,0,1,46,1,0,9,441,0,7000,580,6999,585,0,290,50,0,410,10,0,7000,50,180,920,185,270,330,270,415,7000,425,7000,7000,6999,7000,264,270,640,6999,640,0,0,2299,27
1831,2,14,0,1,0,534,28,0,42,19,21,506,3,2,143,3,0,104,0,7,83,0,0,0,1,0,78,2,0,5,1,0,137,671,160,7000,5,6999,50,0,7000,5,5,465,5,30,370,30,30,7000,30,7000,170,170,7000,7000,7000,115,7000,124,545,6999,610,215,6999,220,0,0,2977,36
1832,0,5,0,0,0,0,21,16,132,8,0,24,0,0,0,2,2,880,2,0,179,1,1,911,0,0,0,0,0,0,0,0,0,568,0,7000,7000,6999,7000,35,645,35,190,7000,195,7000,7000,7000,260,445,260,260,7000,490,0,330,5,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2921,40
1833,0,78,1,1,0,2,2,0,131,6,0,297,1,0,8,1,0,47,1,0,4,19,1,468,10,13,175,5,0,255,1,0,2,433,0,85,650,6999,660,240,7000,240,165,7000,170,400,7000,415,465,7000,515,580,7000,585,5,770,5,45,635,49,0,6999,5,560,6999,560,0,0,2210,24
1834,0,53,0,0,0,0,34,0,488,11,0,231,2,0,194,1,0,8,5,0,1048,5,0,344,2,0,144,0,0,0,0,0,0,428,0,7000,7000,6999,7000,250,7000,250,20,7000,120,250,7000,270,705,7000,765,0,7000,55,0,7000,105,0,7000,14,7000,6999,7000,7000,6999,7000,0,0,2793,29
1835,0,5,0,0,0,0,3,0,340,7,0,228,1,0,19,6,0,22,45,0,311,3,0,9,1,0,19,0,0,0,0,0,0,473,0,7000,7000,6999,7000,0,7000,10,50,7000,60,325,7000,365,170,7000,190,45,7000,60,805,7000,855,245,7000,254,7000,6999,7000,7000,6999,7000,0,0,1479,36
1836,1,0,1,1,0,0,39,0,124,10,0,15,1,0,876,4,0,220,11,0,672,4,0,22,3,0,0,1,0,0,2,0,32,1089,7000,1190,0,6999,7000,0,7000,85,0,7000,760,0,7000,5,0,7000,300,0,7000,20,0,7000,305,0,7000,6999,0,6999,7000,0,6999,710,0,0,2531,27
1837,0,48,2,0,0,0,34,0,445,19,0,312,3,0,337,23,0,194,4,0,307,4,0,20,1,0,1,2,0,0,3,0,21,485,0,85,7000,6999,7000,220,7000,220,10,7000,105,0,7000,10,5,7000,10,100,7000,105,190,7000,275,480,7000,489,645,6999,7000,485,6999,730,0,0,2176,34
1838,2,24,2,0,0,0,5,21,412,8,4,97,5,0,18,1,3,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,943,125,120,7000,6999,7000,0,430,10,45,495,55,275,7000,275,5,125,5,7000,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2249,30
1839,0,8,0,0,0,0,24,0,225,30,0,111,1,0,17,2,0,347,2,0,80,2,0,26,1,0,20,0,0,0,0,0,0,283,0,7000,7000,6999,7000,160,7000,160,10,7000,10,305,7000,345,0,7000,10,165,7000,175,235,7000,250,50,7000,54,7000,6999,7000,7000,6999,7000,0,0,1983,17
1840,2,43,2,2,0,1,12,25,299,8,19,254,4,1,131,5,0,84,1,2,329,6,0,12,3,0,0,4,0,0,4,0,0,1143,125,30,5,6999,960,15,310,35,355,400,360,0,560,5,50,7000,55,5,125,5,5,7000,110,5,7000,6999,5,6999,7000,5,6999,7000,0,0,2615,29
1841,2,19,0,0,0,0,5,9,300,5,12,264,1,0,143,1,3,712,1,2,133,0,0,0,0,0,0,0,0,0,0,0,0,869,175,7000,7000,6999,7000,170,455,170,0,540,0,40,7000,40,0,175,0,235,295,240,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,3062,30
1842,1,0,2,1,0,1,57,0,114,6,0,268,1,0,136,7,0,251,3,0,110,2,0,101,3,2,50,2,0,2,1,0,14,564,7000,80,0,6999,880,0,7000,130,0,7000,15,0,7000,15,150,7000,155,310,7000,310,315,7000,385,0,135,144,570,6999,580,135,6999,135,0,0,2074,56
1843,2,9,3,0,0,0,7,15,413,15,37,482,2,0,82,1,4,691,1,1,66,0,0,0,0,0,0,0,0,0,0,0,0,1799,150,275,7000,6999,7000,175,425,175,0,420,0,40,7000,40,0,150,0,295,535,320,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,3020,33
1844,0,10,0,2,0,348,48,0,346,7,0,143,10,0,423,3,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,7000,0,6999,10,95,7000,95,55,7000,55,15,7000,100,15,7000,165,15,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,1897,22
1845,1,0,0,0,0,0,13,0,233,1,0,10,1,0,279,2,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,7000,7000,7000,6999,7000,0,7000,50,245,7000,245,0,7000,0,100,7000,120,7000,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2903,35
1846,0,20,1,1,0,0,11,0,144,6,0,122,1,0,130,2,0,92,1,0,22,2,0,27,1,1,19,0,0,0,1,0,0,203,0,220,5,6999,7000,0,7000,5,95,7000,100,0,7000,35,240,7000,250,380,7000,390,380,7000,555,5,260,254,7000,6999,7000,260,6999,7000,0,0,1449,15
1847,2,11,0,0,3,66,22,11,216,4,0,63,3,0,124,1,0,226,1,0,30,2,0,3,1,0,5,1,0,11,0,0,0,523,125,7000,7000,9,135,5,230,15,5,7000,20,5,7000,65,10,7000,10,110,7000,120,360,7000,365,145,7000,144,450,6999,465,7000,6999,7000,0,0,2148,26
1848,1,0,1,11,1,54,26,41,592,0,5,659,6,5,120,1,3,640,0,2,132,0,1,71,1,0,19,0,1,1,0,0,0,797,7000,530,150,1194,150,50,360,50,7000,0,0,395,825,395,480,95,95,7000,250,255,7000,540,570,475,7000,494,7000,834,985,7000,6999,7000,0,0,2587,29
1849,1,0,1,0,0,0,19,0,157,11,0,100,1,0,0,3,0,173,2,0,160,3,0,103,2,0,39,0,0,0,0,0,0,388,7000,475,7000,6999,7000,60,7000,60,70,7000,70,0,7000,7000,0,7000,15,170,7000,175,265,7000,265,275,7000,309,7000,6999,7000,7000,6999,7000,0,0,1534,17
1850,0,110,2,1,0,25,39,0,609,5,0,672,4,0,1129,2,0,150,2,0,0,2,0,0,2,0,0,2,0,0,3,0,45,686,0,35,0,6999,25,95,7000,100,50,7000,175,50,7000,55,305,7000,1040,310,7000,7000,310,7000,7000,310,7000,6999,310,6999,7000,0,6999,180,0,0,3105,46
1851,1,0,1,0,0,0,29,1,104,7,0,139,7,0,65,2,0,400,4,0,244,1,0,69,1,0,10,0,0,0,0,0,0,461,7000,360,7000,6999,7000,240,760,255,50,7000,50,50,7000,55,0,7000,10,95,7000,95,265,7000,265,465,7000,469,7000,6999,7000,7000,6999,7000,0,0,2026,33
1852,1,1,56,0,0,0,41,0,352,9,0,242,2,0,872,3,0,648,1,0,52,2,0,163,0,0,0,0,0,0,0,0,0,795,255,0,7000,6999,7000,210,7000,210,50,7000,50,0,7000,0,95,7000,95,305,7000,360,370,7000,435,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2416,43
1853,1,1,2,1,0,0,1,0,594,54,0,654,8,0,341,1,0,377,3,0,463,3,0,114,1,0,6,6,0,35,2,0,21,743,440,635,0,6999,7000,0,7000,0,5,7000,5,510,7000,525,95,7000,95,295,7000,295,375,7000,385,525,7000,684,0,6999,320,0,6999,475,0,0,3092,40
1854,1,0,107,1,0,0,47,0,507,12,0,72,1,0,451,6,0,605,2,0,5,2,0,63,0,0,0,1,0,4,1,0,0,778,7000,5,0,6999,7000,20,7000,20,210,7000,210,0,7000,5,90,7000,95,750,7000,860,230,7000,320,7000,7000,6999,775,6999,855,230,6999,7000,0,0,2653,40
1855,1,0,5,3,0,73,40,0,451,25,0,110,1,0,741,9,0,461,2,0,276,0,0,0,0,0,0,0,0,0,1,0,69,1470,7000,475,0,6999,150,50,7000,55,50,7000,60,0,7000,5,170,7000,170,360,7000,365,7000,7000,7000,7000,7000,6999,7000,6999,7000,150,6999,150,0,0,2076,45
1856,0,5,178,1,0,1,2,0,953,65,0,753,11,0,24,3,0,53,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,504,0,0,260,6999,625,0,7000,0,0,7000,0,45,7000,120,100,7000,110,225,7000,230,7000,7000,7000,7000,7000,6999,260,6999,7000,260,6999,7000,0,0,3258,54
1857,0,3,113,2,0,1,2,0,1044,58,0,906,13,0,48,6,0,46,3,0,0,1,0,0,1,0,0,3,0,0,2,0,0,416,0,5,320,6999,915,0,7000,0,0,7000,5,155,7000,195,10,7000,90,695,7000,7000,10,7000,7000,10,7000,6999,10,6999,7000,320,6999,7000,0,0,2933,53
1858,2,17,0,0,0,0,24,77,320,16,1,185,7,0,29,4,0,521,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1194,0,7000,7000,6999,7000,200,375,210,0,560,15,245,7000,250,0,7000,15,350,7000,490,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2345,23
1859,0,13,1,0,0,0,23,0,532,2,0,46,0,0,0,3,0,497,7,0,701,2,0,25,0,0,0,0,0,0,0,0,0,480,0,60,7000,6999,7000,40,7000,40,100,7000,100,7000,7000,7000,0,7000,5,50,7000,70,180,7000,300,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2802,36
1860,1,0,5,0,0,0,86,0,601,45,0,284,6,0,1264,2,0,671,4,0,82,2,0,591,1,0,76,1,0,20,1,0,0,725,7000,175,7000,6999,7000,15,7000,50,135,7000,135,55,7000,60,485,7000,485,550,7000,560,0,7000,0,240,7000,239,660,6999,750,1285,6999,7000,0,0,3299,31
1861,0,37,1,2,0,24,43,0,133,7,0,33,1,0,298,3,0,147,2,0,69,0,0,0,0,0,0,0,0,0,1,0,0,378,0,385,0,6999,375,100,7000,100,170,7000,230,0,7000,15,135,7000,135,175,7000,180,7000,7000,7000,7000,7000,6999,7000,6999,7000,300,6999,7000,0,0,1824,23
1862,0,67,0,3,0,48,77,0,475,78,0,250,8,0,236,7,0,115,1,0,187,2,0,105,1,0,0,0,0,0,3,0,2,602,5,7000,5,6999,530,5,7000,5,5,7000,15,90,7000,100,160,7000,165,5,7000,100,230,7000,255,605,7000,6999,7000,6999,7000,5,6999,780,5,0,1835,17
1863,0,30,0,0,0,0,22,0,118,8,0,132,1,0,253,16,0,152,4,0,125,2,0,14,1,0,5,1,0,0,1,0,1,266,0,7000,7000,6999,7000,155,7000,155,100,7000,105,0,7000,5,5,7000,5,60,7000,60,180,7000,245,305,7000,414,280,6999,7000,280,6999,570,0,0,1956,22
1864,1,0,0,0,0,0,0,2,287,1,1,81,5,1,61,1,1,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,496,7000,7000,7000,6999,7000,7000,0,5,95,0,35,10,0,5,275,0,170,7000,0,7000,7000,0,7000,7000,0,6999,7000,6999,7000,7000,6999,7000,0,0,1873,31
1865,2,3,0,0,0,0,8,0,33,8,1,60,3,0,5,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,7000,7000,6999,7000,5,7000,15,0,85,5,25,7000,30,0,7000,5,7000,7000,7000,7000,7000,7000,7000,7000,6999,7000,6999,7000,7000,6999,7000,0,0,2046,19
1866,0,1,0,0,0,0,2,0,126,35,0,273,22,0,63,1,0,2,0,0,0,1,0,504,1,0,0,2,0,11,0,0,0,267,0,7000,7000,6999,7000,95,7000,110,0,7000,20,0,7000,20,0,7000,0,7000,7000,7000,0,7000,5,0,7000,6999,0,6999,255,7000,6999,7000,0,0,3207,25
1867,2,11,1,0,0,0,44,5,75,9,0,113,2,0,41,1,0,263,1,0,130,1,0,30,1,0,0,1,0,61,0,0,0,731,125,625,7000,6999,7000,55,345,85,0,7000,5,45,7000,45,5,7000,5,100,7000,100,150,7000,165,150,7000,6999,185,6999,210,7000,6999,7000,0,0,2185,27
